id,title,description,image_link,link,product_type,brand,price,availability,item_group_id,checkout_url,additional_image_link,sale_price_effective_date,sale_price,condition,visibility,gender,color,size,pattern,google_product_category,default_product,variant
7646909809_3272,"Indomie Chicken - 120g","Pricing: Base",https://kapu.mystagingwebsite.com/wp-content/uploads/2021/11/Indomie-Chicken-Noodles-120g.jpeg,https://kapu.mystagingwebsite.com/product/indomie-chicken-120g/?attribute_pa_pricing=base,"Pasta &amp; Noodles","Kapu Africa",34KES,in stock,7646909809_3203,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,34KES,new,published,,,,,422,,"pricing:Base/Pamoja:Base"
4885602117_3270,"Indomie Beef - 120g","Pricing: Base",https://kapu.mystagingwebsite.com/wp-content/uploads/2021/11/Indomie-Beef-Jumbo-Noodle-120g.jpeg,https://kapu.mystagingwebsite.com/product/indomie-beef-120g/?attribute_pa_pricing=base,"Pasta &amp; Noodles","Kapu Africa",0KES,in stock,4885602117_3202,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,0KES,new,published,,,,,422,,"pricing:Base/Pamoja:Base"
3645210080_3268,"Geisha Milk & Honey Soap - 225G","Pricing: Base",https://kapu.mystagingwebsite.com/wp-content/uploads/2022/01/Geisha-milk-and-honey.jpg,https://kapu.mystagingwebsite.com/product/geisha-milk-honey-soap-225g/?attribute_pa_pricing=base,"Beauty","Kapu Africa",82KES,in stock,3645210080_3201,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,82KES,new,published,,,,,422,,"pricing:Base/Pamoja:Base"
6068535563_3266,"Fahari Ya Kenya Tea - 100g","Pricing: Base",https://kapu.mystagingwebsite.com/wp-content/uploads/2021/11/FahariYaKenya_a4346ed4-6e01-4db4-86ee-5638a376a8cc_1024x1024.png,https://kapu.mystagingwebsite.com/product/fahari-ya-kenya-tea-100g/?attribute_pa_pricing=base,"Tea, Coffee &amp; Hot Chocolate","Kapu Africa",47KES,in stock,6068535563_3200,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,47KES,new,published,,,,,422,,"pricing:Base/Pamoja:Base"
6604733167_3264,"Colgate Herbal - 35G","Pricing: Base",https://kapu.mystagingwebsite.com/wp-content/uploads/2022/01/Colgate-Herbal-1.jpg,https://kapu.mystagingwebsite.com/product/colgate-herbal-35g/?attribute_pa_pricing=base,"Beauty","Kapu Africa",59KES,in stock,6604733167_3199,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,59KES,new,published,,,,,422,,"pricing:Base/Pamoja:Base"
2966612175_3262,"Chapa Mandashi - 100g","Pricing: Base",https://kapu.mystagingwebsite.com/wp-content/uploads/2022/01/Chapa-Mandashi.jpeg,https://kapu.mystagingwebsite.com/product/chapa-mandashi-100g/?attribute_pa_pricing=base,"Flours","Kapu Africa",23KES,in stock,2966612175_3198,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,23KES,new,published,,,,,422,,"pricing:Base/Pamoja:Base"
86722522_3260,"Blue Band Original - 500G","Pricing: Base",https://kapu.mystagingwebsite.com/wp-content/uploads/2022/01/BlueBand-500g.jpg,https://kapu.mystagingwebsite.com/product/blue-band-original-500g/?attribute_pa_pricing=base,"Cooking Ingredient","Kapu Africa",205KES,in stock,86722522_3197,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,205KES,new,published,,,,,422,,"pricing:Base/Pamoja:Base"
9673768233_3258,"Blue Band Original - 250G","Pricing: Base",https://kapu.mystagingwebsite.com/wp-content/uploads/2022/01/BlueBand-500g.jpg,https://kapu.mystagingwebsite.com/product/blue-band-original-250g/?attribute_pa_pricing=base,"Cooking Ingredient","Kapu Africa",104KES,in stock,9673768233_3196,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,104KES,new,published,,,,,422,,"pricing:Base/Pamoja:Base"
9604696117_3256,"Blue Band Original - 100G","Pricing: Base",https://kapu.mystagingwebsite.com/wp-content/uploads/2022/01/Blueband-250g.jpg,https://kapu.mystagingwebsite.com/product/blue-band-original-100g/?attribute_pa_pricing=base,"Cooking Ingredient","Kapu Africa",49KES,in stock,9604696117_3195,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,49KES,new,published,,,,,422,,"pricing:Base/Pamoja:Base"
1749308189_3254,"Arimis Milking Jelly - 50g","Pricing: Base",https://kapu.mystagingwebsite.com/wp-content/uploads/2021/11/ArimisMilkingJelly200g_1024x1024.png,https://kapu.mystagingwebsite.com/product/arimis-milking-jelly-50g/?attribute_pa_pricing=base,"Beauty","Kapu Africa",25KES,in stock,1749308189_3194,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,25KES,new,published,,,,,422,,"pricing:Base/Pamoja:Base"
1181100148_3252,"Arimis Milking Jelly - 200g","Pricing: Base",https://kapu.mystagingwebsite.com/wp-content/uploads/2021/11/ArimisMilkingJelly200g_1024x1024.png,https://kapu.mystagingwebsite.com/product/arimis-milking-jelly-200g/?attribute_pa_pricing=base,"Beauty","Kapu Africa",83KES,in stock,1181100148_3193,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,83KES,new,published,,,,,422,,"pricing:Base/MarketPrice:Base"
3806867649_3250,"Festive White - 600g","Pricing: Base",https://kapu.mystagingwebsite.com/wp-content/uploads/2021/11/festive-white-bread.jpeg,https://kapu.mystagingwebsite.com/product/festive-white-600g/?attribute_pa_pricing=base,"Bread &amp; Cereals","Kapu Africa",77KES,in stock,3806867649_3192,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,77KES,new,published,,,,,422,,"pricing:Base:Base"
7857504030_3248,"Rina Vegetable Oil - 1L","Pricing: Base",https://kapu.mystagingwebsite.com/wp-content/uploads/2022/01/Rina-1L.jpg,https://kapu.mystagingwebsite.com/product/rina-vegetable-oil-1l/?attribute_pa_pricing=base,"Cooking Ingredient, Oil","Kapu Africa",299KES,in stock,7857504030_3242,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,299KES,new,published,,,,,422,,"pricing:Base/Pamoja:Base"
